item_id,item_label,reason,overview_item_id,exclude_other_parents
Q1763023,Miroloi,"root item with no P279/P361 parent and no P2341/P495 value, but a Greek funeral-lament genre missed by the automated seed/indigenous_to/country_of_origin classification",Q1465419,
Q7420501,Santo Daime hymns,"root item with no P279/P361 parent and no P2341/P495 value, but a Brazilian ayahuasca-church religious hymn tradition missed by the automated seed/indigenous_to/country_of_origin classification",Q899215,
Q807820,barbershop music,"root item with no P279/P361 parent and no P2341/P495 value, but an American a cappella genre missed by the automated seed/indigenous_to/country_of_origin classification",Q2267955,
Q98915458,bazuinkoor,"root item with no P279/P361 parent and no P2341/P495 value, but a Dutch trombone-choir tradition missed by the automated seed/indigenous_to/country_of_origin classification",Q377185,
Q892958,boogaloo,"root item with no P279/P361 parent and no P2341/P495 value, but a Nuyorican/Latin genre originating in New York City missed by the automated seed/indigenous_to/country_of_origin classification",Q420965,
Q5934478,campus folk song,"root item with no P279/P361 parent and no P2341/P495 value, but a Taiwanese campus folk-song genre (校園民歌) missed by the automated seed/indigenous_to/country_of_origin classification",Q956925,
Q1125678,congada,"root item with no P279/P361 parent and no P2341/P495 value, but an Afro-Brazilian folk genre missed by the automated seed/indigenous_to/country_of_origin classification",Q899215,
Q97276030,cumbia,"root item with no P279/P361 parent and no P2341/P495 value, but a Colombian genre missed by the automated seed/indigenous_to/country_of_origin classification",Q920883,
Q262533,dithyramb,"root item with no P279/P361 parent and no P2341/P495 value, but an ancient Greek choral-hymn genre missed by the automated seed/indigenous_to/country_of_origin classification",Q1139787,
Q128631435,drum and bugle corps music,"root item with no P279/P361 parent and no P2341/P495 value, but an American marching-ensemble genre missed by the automated seed/indigenous_to/country_of_origin classification",Q2267955,
Q721385,drum cadence,"root item with no P279/P361 parent and no P2341/P495 value, but an American marching-band genre missed by the automated seed/indigenous_to/country_of_origin classification",Q2267955,
Q952404,drumline,"root item with no P279/P361 parent and no P2341/P495 value, but an American marching-band genre missed by the automated seed/indigenous_to/country_of_origin classification",Q2267955,
Q1079270,jig,"root item with no P279/P361 parent and no P2341/P495 value, but an Irish/Celtic dance-tune genre missed by the automated seed/indigenous_to/country_of_origin classification",Q1378776,
Q133709530,joropo llanero,"root item with no P279/P361 parent and no P2341/P495 value, but a Venezuelan/Colombian Llanos folk genre missed by the automated seed/indigenous_to/country_of_origin classification",Q108951349,
Q940462,music hall,"root item with no P279/P361 parent and no P2341/P495 value, but a British variety-theatre song genre missed by the automated seed/indigenous_to/country_of_origin classification",Q268673,
Q1151259,nueva canción,"root item with no P279/P361 parent and no P2341/P495 value, but a Latin American political folk-song movement missed by the automated seed/indigenous_to/country_of_origin classification",Q727781,
Q118367897,népének,"root item with no P279/P361 parent and no P2341/P495 value, but a Hungarian folk-song genre missed by the automated seed/indigenous_to/country_of_origin classification",Q932477,
Q1973457,seguidilla,"root item with no P279/P361 parent and no P2341/P495 value, but a Spanish folk dance/song genre missed by the automated seed/indigenous_to/country_of_origin classification",Q964987,
Q17146868,shangaan electro,"root item with no P279/P361 parent and no P2341/P495 value, but a South African electronic dance genre missed by the automated seed/indigenous_to/country_of_origin classification",Q4794612,
Q12090507,volochebni song,"root item with no P279/P361 parent and no P2341/P495 value, but a Belarusian Easter ritual-song genre missed by the automated seed/indigenous_to/country_of_origin classification",Q2347119,
Q5985066,icaro,"root item with no P279/P361 parent and no P2341/P495 value, but a Peruvian Amazonian shamanic ayahuasca-ceremony chant genre missed by the automated seed/indigenous_to/country_of_origin classification",Q3085344,
Q72862526,tarjo,"root item with no P279/P361 parent and no P2341/P495 value, but a Bolivian Andean flute-ensemble carnival genre missed by the automated seed/indigenous_to/country_of_origin classification",Q3328603,
Q6139036,tarkad,"root item with no P279/P361 parent and no P2341/P495 value, but a Bolivian Andean flute-ensemble genre missed by the automated seed/indigenous_to/country_of_origin classification",Q3328603,
Q109527761,polkabilly,"root item with no P279/P361 parent and no P2341/P495 value, but an American (Midwest) polka/rockabilly fusion genre missed by the automated seed/indigenous_to/country_of_origin classification",Q2267955,
Q608862,anime song,"root item with no P279/P361 parent and no P2341/P495 value, but a Japanese pop-culture song genre missed by the automated seed/indigenous_to/country_of_origin classification",Q257533,
Q318973,Abendmusik,"root item with no P279/P361 parent and no P2341/P495 value, but a German Lutheran church-concert genre (Lübeck) missed by the automated seed/indigenous_to/country_of_origin classification",Q2743758,
Q113833898,brandy,"root item with no P279/P361 parent and no P2341/P495 value, but a Romanian folk dance/music genre missed by the automated seed/indigenous_to/country_of_origin classification",Q852210,
Q4130112,ryndzivky,"root item with no P279/P361 parent and no P2341/P495 value, but a Ukrainian Easter spring-song genre missed by the automated seed/indigenous_to/country_of_origin classification",Q155858,
Q1062328,chanson,"root item with no P279/P361 parent and no P2341/P495 value, but the French song genre proper (as opposed to its regional variants already covered: Occitan chanson, Wallonne chanson, chanson swing)",Q672134,
Q281111,ghazal,"root item with no P279/P361 parent; ambiguous across India/Pakistan/Iran/Turkey, user-directed to the Persian-world nation-state overview after AskUserQuestion disambiguation",Q1672398,
Q7139128,parlour music,"root item with no P279/P361 parent; 19th-c. Western domestic-music tradition spanning both the UK and US, user-directed to the Anglo-American synthetic overview after AskUserQuestion disambiguation",LOCAL:anglo-american-music,
Q2369761,salon music,"root item with no P279/P361 parent; pan-European 19th-c. salon tradition (France/Germany/Austria), user-directed to the Europe overview after AskUserQuestion disambiguation",Q3328676,
Q7179597,Peyote song,"confirmed via WebSearch: ceremonial music of the Native American Church, spanning many indigenous nations with no single country of origin",LOCAL:indigenous-americas,
Q7251113,Prostopinije,"Ruthenian/Byzantine Rite plainchant tradition, a religious rather than national/ethnic classification",LOCAL:eastern-orthodox-chant,
Q16682190,Slavic rite song,"Slavic Byzantine Rite liturgical chant tradition, a religious rather than national/ethnic classification",LOCAL:eastern-orthodox-chant,
Q18242331,candomblé song,song of the Afro-Brazilian Candomblé religious tradition,Q899215,
Q2127044,gezang,root item with no P279/P361 parent; a Dutch sacred/secular song genre missed by the automated seed/indigenous_to/country_of_origin classification,Q377185,
Q1092924,villotta,root item with no P279/P361 parent; a Friulian/Northern Italian folk-song genre missed by the automated seed/indigenous_to/country_of_origin classification,Q3679098,
Q7042505,Njuup,root item with no P279/P361 parent; a Senegalese (Serer) traditional genre missed by the automated seed/indigenous_to/country_of_origin classification,Q3328770,
Q4198071,Hiérodrame,root item with no P279/P361 parent; an 18th-century French sacred musical-drama genre missed by the automated seed/indigenous_to/country_of_origin classification,Q672134,
Q663979,glee,root item with no P279/P361 parent; an English part-song genre missed by the automated seed/indigenous_to/country_of_origin classification,Q110558058,
Q1620760,historia,root item with no P279/P361 parent; a German/Lutheran liturgical narrative genre missed by the automated seed/indigenous_to/country_of_origin classification,Q2743758,
Q79891737,Carpathian plainchant,root item with no P279/P361 parent; Carpatho-Rusyn liturgical chant tradition spanning Ukraine/Slovakia/Poland with no single modern national home; user requested the Eastern Orthodox umbrella,LOCAL:eastern-orthodox-chant,
Q111535905,cabaret music,"root item with no P279/P361 parent; a theatrical genre with strong ties to specific European scenes (French cabaret, German Kabarett) but no single modern national home; user requested a European umbrella",Q3328676,
Q6543501,Oppari,root item with no P279/P361 parent; a Tamil funeral lament genre missed by the automated seed/indigenous_to/country_of_origin classification,Q17070502,
Q6452410,Christian music,root item; grouped under religious music overview umbrella by data-expert decision (manual_overview_reclassifications.csv),Q1065742,true
Q1482325,Islamic music,root item; grouped under religious music overview umbrella by data-expert decision (manual_overview_reclassifications.csv),Q1065742,true
Q98528192,European folk music,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q369820,music of Africa,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q16191834,music of Alaska,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q525073,music of Asia,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942006,music of Assam,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q107611523,music of Asturias,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942007,music of Atlanta,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q4306566,music of Bashkortostan,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6941914,music of Berlin,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942023,music of Brisbane,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q4118511,music of Buryatia,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942029,music of California,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q115168871,music of Cantabria,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942047,music of Chicago,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q106626763,music of Crimea,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942063,music of Denver,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q3328634,music of Detroit,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q16147503,music of Dominica,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:eastern-orthodox-chant,music of Eastern Orthodox Christianity,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942067,music of Epirus,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q3328676,music of Europe,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942081,music of Florida,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q48834207,music of Guangdong,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942107,music of Gujarat,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:indigenous-americas,music of Indigenous peoples of the Americas,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:jewish-liturgical-music,music of Jewish liturgical tradition,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:jewish-tradition-music,music of Jewish tradition,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942133,music of Kalmykia,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6941963,music of Karelia,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q3328701,music of Kerala,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6941928,music of Khakassia,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q16147514,music of Maharashtra,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942174,music of Massachusetts,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942180,music of Michigan,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942188,music of Missouri,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q3328606,music of New Caledonia,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q16191836,music of New Jersey,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q646656,music of New Orleans,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942212,music of New York,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q420965,music of New York City,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942214,music of Newfoundland and Labrador,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q14548294,music of Niue,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942223,music of Northumbria,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q3328728,music of Oceania,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942230,music of Odisha,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942231,music of Ohio,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q10334891,music of Pará,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942241,music of Pennsylvania,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942244,music of Philadelphia,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q10451148,music of Prince Qin Breaking up the Enemy's Front,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942249,music of Punjab,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942257,music of Saint Lucia,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942292,music of Tennessee,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942303,music of Trinidad and Tobago,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:turkic-peoples-music,music of Turkic peoples,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6941969,music of Tuva,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q716335,music of Tuvalu,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q1955035,music of Venice,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942322,music of Vienna,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942325,"music of Washington, D.C.",user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q3328596,music of West Bengal,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942331,music of Wisconsin,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q512359,music of ancient Egypt,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q1139787,music of ancient Greece,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q17075815,music of ancient India,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942343,music of the African diaspora,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q3328669,music of the Americas,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:andean-music,music of the Andes,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:anglo-american-music,music of the Anglo-American world,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:aramaic-music,music of the Aramaic-speaking world,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q135644052,music of the Armenian diaspora,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q16931684,music of the Bahamas,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:basque-country,music of the Basque Country,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q16823040,music of the Cook Islands,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942371,music of the Faroe Islands,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q108151421,music of the French Antilles,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q108161008,music of the German Democratic Republic,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:hispanic-world,music of the Hispanic world,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942375,music of the Ionian Islands,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q3367530,music of the Isle of Man,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:jewish-diasporic-music,music of the Jewish diaspora,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942376,music of the Lesser Antilles,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:lusophone-music,music of the Lusophone world,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q6942381,music of the Maritimes,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:nordic-music,music of the Nordic countries,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
LOCAL:southern-cone,music of the Southern Cone,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q16931692,music of the Virgin Islands,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q1065742,religious music,user-requested: nest all existing root-level regional overviews under a new top-level 'music of the world' overview node,Q205049,
Q127471539,ethnic fusion,"newly orphaned root after world music (Q205049) was excluded as an overly broad umbrella; user requested it be classified as regional rather than canonical, nested under the new top-level 'music of the world' overview node",Q205049,
Q2379616,Arabesque pop,child of pop music with no single national home; nested under the Arab-world regional overview (no per-country QID fits an Arabesque-pop tradition spanning the Arab world),LOCAL:arab-world,true
Q117000942,Croatian pop,child of pop music; a Croatian national-scene genre nested under music of Croatia,Q1236268,true
Q106634246,Irish showband,child of pop music; an Irish national-scene tradition nested under music of Ireland,Q1378776,true
Q547137,Latin pop,child of pop music; a Latin American/Spanish-language regional genre nested under music of Latin America,Q727781,true
Q108177317,Māori showband,"child of pop music; a Māori (indigenous to New Zealand) tradition nested under music of New Zealand, the closest available regional overview",Q6942216,true
Q110020243,Swedish pop,child of pop music; a Swedish national-scene genre nested under music of Sweden,Q846784,true
Q4971422,British pop,child of pop music; a UK national-scene genre nested under music of the United Kingdom,Q268673,true
Q97216998,Java-pop,child of pop music; a Javanese regional genre nested under music of Java,Q6942130,true
